lei,name,country_code,n_filings,first_period_end,last_period_end,source,built_at
81560090173FFC67B069,ALERION CLEAN POWER S.P.A. IN FORMA ABBREVIATA ALERION S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600903231FA2E7698,BANCA GENERALI - SOCIETA' PER AZIONI O IN FORMA ABBREVIATA: GENERBANCA,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
8156009111DEE8553765,"""FINE FOODS & PHARMACEUTICALS N.T.M. S.P.A.""",it,5,2022-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600925CD848EDBA96,TINEXTA S.P.A.,it,5,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600933B80FBBBD242,CIVITANAVI SYSTEMS SPA,it,1,2023-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
8156009414FD99443B48,HERA S.P.A.,it,7,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
81560094A389646CAF21,F.I.L.A - FABBRICA ITALIANA LAPIS ED AFFINI - SOCIETA' PER AZIONI SIGLABILE IN FORMA F.I.L.A. S.P.A. O IN FORMA ABBREVIATA CON LA DICITUARA ANTICIPATA DAL SIMBOLO DEL GIGLIO STILIZZATO,it,4,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
81560094D50B119C1486,OPENJOBMETIS SPA AGENZIA PER IL LAVORO,it,3,2021-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
81560096A9AEBBBD4B25,SOL S.P.A.,it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
81560096E0DA76818C96,AEFFE S.P.A.,it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
81560096F26ACF910809,DIGITAL VALUE S.P.A.,it,1,2023-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
81560097DD19407C3F80,RENANTIS S.P.A.,it,2,2021-12-31,2021-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
8156009C6B018FE67A34,DEXELANCE S.P.A.,it,2,2023-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
8156009E94ED54DE7C31,"""TERNA - RETE ELETTRICA NAZIONALE SOCIETA' PER AZIONI"" (IN FORMA ABBREVIATA ""TERNA S.P.A."")",it,8,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
8156009F95C37526C483,BASTOGI S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600A029117B20DD63,"ILLIMITY BANK S.P.A. IN FORMA ABBREVIATA ""ILLIMITY S.P.A.""",it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600A033443037ED66,DATALOGIC S.P.A.,it,5,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600A0C9AFC1F2A709,PIRELLI & C. S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600A253A0AF58C166,JUVENTUS F.C. - S.P.A. O JUVENTUS FOOTBALL CLUB S.P.A.,it,5,2022-06-30,2025-06-30,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600A9C09D82FF2B66,"""EMAK S.P.A.""",it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600AA4525479C8138,GEOX S.P.A.,it,4,2022-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600AB2BDB42BC0E81,WIIT S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600AB6FA8AADC8739,FNM S.P.A.,it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600ABFF26D15A4920,ASCOPIAVE S.P.A.,it,5,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600B283DC6683D832,EUROTECH S.P.A.,it,4,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600B52696027B9056,PLC S.P.A.,it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600B5C61A10BBB451,BANCA SISTEMA S.P.A.,it,1,2024-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600B5D89DAB660021,IMMSI S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600B6FCC29FEC5087,GEQUITY S.P.A.,it,1,2021-12-31,2021-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600B7FD80E48C1896,A2A ENERGIA S.P.A.,it,12,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600B9149F66E77F76,TECHNOGYM S.P.A.,it,6,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600BACF507EC30687,AEDES SOCIETA' ANONIMA LIGURE PER IMPRESE E COSTRUZIONI PER AZION I,it,3,2022-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600BEB2A5426B0084,COMER INDUSTRIES S.P.A.,it,2,2023-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600BF2EA41687F764,"REVO INSURANCE S.P.A., IN BREVE REVO S.P.A.",it,2,2024-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C194D5A5391443,COMPAGNIA IMMOBILIARE AZIONARIA S.P.A.,it,2,2021-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C36B3D0988AB30,AQUAFIL S.P.A.,it,7,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C3BB196D235455,I GRANDI VIAGGI S.P.A.,it,2,2022-10-31,2024-10-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C41423BF4CC386,BIESSE S.P.A.,it,2,2024-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C51E545058C757,GABETTI PROPERTY SOLUTIONS S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C52EB6EBC14590,KME GROUP S.P.A.,it,3,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C79D0F31F4D395,"""INTERPUMP GROUP S.P.A.""",it,4,2022-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C851C90CAE6438,GAROFALO HEALTH CARE S.P.A.,it,6,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C8A87E9162B043,LANDI RENZO S.P.A.,it,2,2021-12-31,2022-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600C8F6D5ACBA9F86,SERVIZI ITALIA S.P.A.,it,3,2021-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600CC86D25A205563,Ariston Holding N.V.,it,4,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600CD933CB2F89862,INDUSTRIE DE NORA S.P.A.,it,3,2022-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600CE609AFE44D992,BIOERA S.P.A.,it,1,2021-12-31,2021-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600CEF28BF58C1651,EUKEDOS S.P.A.,it,5,2022-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600CF5C54AA9C0721,EQUITA GROUP S.P.A.,it,3,2021-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600CF7B5169BBF109,GAS PLUS S.P.A.,it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600CF8C0389D0E272,IMMOBILIARE GRANDE DISTRIBUZIONE SOCIETA' DI INVESTIMENTO IMMOBIL IARE QUOTATA S.P.A. IN FORMA ABBREVIATA IGD SIIQ S.P.A.,it,6,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600D2F3EFE8C1F084,NETWEEK S.P.A.,it,3,2021-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600D3D12A6EAC9004,CALTAGIRONE EDITORE SOCIETA' PER AZIONI,it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600D3E9B19E14FC79,PIQUADRO S.P.A.,it,1,2022-03-31,2022-03-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600D581F8552C4F54,DIGITAL BROS S.P.A.,it,5,2022-06-30,2025-06-30,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600D85A61200A1B83,MAIRE S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600D87CFDAE412862,RIZZOLI CORRIERE DELLA SERA MEDIAGROUP SPA O IN FORMA ABBREVIATA RCS MEDIAGROUP SPA O RCS S.P.A.,it,4,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600D946B58C2B1D55,FIDIA - S.P.A.,it,1,2023-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600DA4FA5A5D4CD58,TOD'S S.P.A.,it,1,2023-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600DADF851874C681,B.F. S.P.A.,it,5,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600DAEFB0388F3521,REPLY S.P.A.,it,4,2021-12-31,2025-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600DB65870B3F2A12,SALCEF GROUP S.P.A.,it,3,2021-12-31,2023-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600DC9FA897709242,SABAF S.P.A.,it,8,2021-12-31,2024-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
815600DCA061A9ED8305,PITECO S.P.A.,it,1,2021-12-31,2021-12-31,filings.xbrl.org,2026-09-05T23:33:40.888384+00:00
